author_name,affiliation,city,country,publication_date,title,latitude,longitude,cluster
Edlmann K.,The University of Edinburgh,Edinburgh,United Kingdom,2015-12-23,Appraisal of global CO<inf>2</inf> storage opportunities using the geomechanical facies approach,55.9533456,-3.1883749,0
Si K.,Monash University,Melbourne,Australia,2015-12-01,Dual-Coded Plasmene Nanosheets as Next-Generation Anticounterfeit Security Labels,-37.8142454,144.9631732,1
Lu Q.,Whiting School of Engineering,Baltimore,United States,2015-12-01,Carnitine and acetylcarnitine modulate mesenchymal differentiation of adult stem cells,39.2908816,-76.610759,2
Ghaffari F.,Tarbiat Modares University,Tehran,Iran,2015-12-24,DroidMalHunter: A novel entropy-based anomaly detection system to detect malicious Android applications,35.6892523,51.3896004,0
Xu D.,"Shandong University, Weihai",Weihai,China,2015-12-01,Scalable multi-hash name lookup method for named data networking,37.5120997,122.1152599,3
Tamura S.,Gifu University,Gifu,Japan,2015-12-22,Multi-modal service operation estimation using DNN-based acoustic bag-of-features,35.7867449,137.0460777,3
Khan M.,Rheinisch-Westfälische Technische Hochschule Aachen,Aachen,Germany,2015-12-23,Highly linear and reliable low band class-O RF power amplifier in 130 nm CMOS technology for 4G LTE applications,50.776351,6.083862,0
Peng D.,University of Georgia,Athens,United States,2015-12-30,CRISPR-Cas9-mediated single-gene and gene family disruption in Trypanosoma cruzi,33.9597677,-83.376398,2
Hadicke O.,Max Planck Institute for Dynamics of Complex Technical Systems,Magdeburg,Germany,2015-12-01,Manipulation of the ATP pool as a tool for metabolic engineering,52.1315889,11.6399609,0
Reeping D.,Ohio Northern University,Ada,United States,2015-12-02,Viewing K-12 mathematics and science standards through the lens of the first-year introduction to engineering course classification scheme,38.8398935,-83.5051704,2
Radlak K.,Silesian University of Technology,Gliwice,Poland,2015-12-02,Integration of robotic arm manipulator with computer vision in a project-based learning environment,50.30113145,18.662347227971978,0
Cheval V.,INRIA Institut National de Recherche en Informatique et en Automatique,Le Chesnay,France,2015-12-01,Secure refinements of communication channels,48.8264842,2.1257808,0
Lendering K.T.,"Faculteit Civiele Techniek en Geowetenschappen, TU Delft",Delft,Netherlands,2015-12-26,Risk-based optimization of land reclamation,52.0114017,4.35839,0
Main J.B.,Purdue University,West Lafayette,United States,2015-12-02,Student evaluations of team members: Is there gender bias?,40.4258686,-86.9080655,2
Rolim T.,Comando Geral de Tecnologia Aeroespacial,Sao Jose dos Campos,Brazil,2015-12-01,Preliminary analysis of scramjet engines based on engineering models,-23.1867782,-45.8854538,4
Zhang B.,Tsinghua University,Beijing,China,2015-12-31,Connection method of grounding grids for internet data center co-sited with substation,40.190632,116.412144,3
Sypsas A.,University of Ioannina,Ioannina,Greece,2015-12-16,Supporting undergraduate students via Webinars,39.6639818,20.8522784,0
Luiz Oliveira H.,Universidade de São Paulo,Sao Paulo,Brazil,2015-12-01,"Erratum: An alternative BEM formulation, based on dipoles of stresses and tangent operator technique, applied to cohesive crack growth modelling (Engineering Analysis with Boundary Elements (2041) 14 (74-82))",-23.5506507,-46.6333824,4
Liu C.,Osaka University,Suita,Japan,2015-12-14,Control of Cell-Cell Distance and Cell Densities in Millimeter-Sized 3D Tissues Constructed by Collagen Nanofiber Coating Techniques,34.7594193,135.516835,3
Norbakyah J.,Universiti Malaysia Terengganu,Kuala Terengganu,Malaysia,2015-12-22,Power requirements for PHERB powertrain,5.3296461,103.1383265,5
Erndt-Marino J.D.,Rensselaer Polytechnic Institute,Troy,United States,2015-12-14,Evaluation of the Osteoinductive Capacity of Polydopamine-Coated Poly(-caprolactone) Diacrylate Shape Memory Foams,42.7284117,-73.6917878,2
Chen W.,National Chung Cheng University,Min-Hsiung,Taiwan,2015-12-22,Scene-aware high dynamic range imaging,23.5552283,120.4316823,3
Chen H.,University of Electronic Science and Technology of China,Chengdu,China,2015-12-01,Calculation of Elastic Bond Constants in Atomistic Strain Analysis,30.6598628,104.0633717,3
Tang Z.,Wuhan University,Wuhan,China,2015-12-10,Empirical peak shear strength criterion for rock joints based on slope root-mean-square,30.5951051,114.2999353,3
Zhang H.,Nanjing University of Aeronautics and Astronautics,Nanjing,China,2015-12-23,The research on a novel linear stepping piezoelectric stacks actuator,32.0438284,118.7788631,3
Şayli Ö.,Kocaeli Üniversitesi,İzmit,Turkey,2015-12-30,"Use of entropy, spectral parameters and recurrence quantification analysis for the evaluation of muscle fatigue from surface electromyography",40.7721138,29.9505623,0
Rista C.,BARBER-NICHOLS INC.,Arvada,United States,2015-12-18,"Engineering, manufacture and preliminary testing of the ITER toroidal field (TF) magnet helium cold circulator",39.8005505,-105.0811573,2
Mohammadi S.,UNSW Sydney,Sydney,Australia,2015-12-01,H-adaptive updated lagrangian approach for large-deformation analysis of slope failure,-33.8698439,151.2082848,1
Tünnerhoff H.,Krankenhaus Marbach,Marbach am Neckar,Germany,2015-12-01,Clinical results of refixation of the triangular fibrocartilage complex,48.9402085,9.256396,0
Kublanov V.S.,Ural Federal University,Yekaterinburg,Russian Federation,2015-12-21,Principles of organization and control of multielectrode neuro-electrostimulation device,56.839104,60.60825,6
Al-Shammari E.T.,Kuwait University,Kuwait City,Kuwait,2015-12-09,Exploring the cognitive psychology paradigm of a programming language and identification of emotion under collective intelligence: an experience with an ant colony metaphor,29.3796532,47.9734174,0
Naseri S.,Petroleum University of Technology,Abadan,Iran,2015-12-17,Application of Radial Basis Function Neural Network for Prediction of Titration-Based Asphaltene Precipitation,30.3636097,48.2591475,0
Dambe S.,TCS Digital Enterprise,Unknown,India,2015-12-17,Statistical Heuristic Assessment a Tangible Way of Assessing Product or Software Current Usability State,26.49253305,92.33087891709364,7
Makwana K.,Indian Institute of Science Education and Research Bhopal,Bhopal,India,2015-12-01,Implications of aromatic-aromatic interactions: From protein structures to peptide models,23.2584857,77.401989,7
Adamov E.,The State Atomic Energy Corporation ROSATOM,Moscow,Russian Federation,2015-12-01,"Nuclear energy with inherent safety: Change of outdated paradigm, criteria",55.625578,37.6063916,0
Ma N.,Osaka University,Suita,Japan,2015-12-25,Investigation of welding residual stress in flash-butt joint of U71Mn rail steel by numerical simulation and experiment,34.7594193,135.516835,3
Wu X.,West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China,2015-12-01,"Genipin-crosslinked, immunogen-reduced decellularized porcine liver scaffold for bioengineered hepatic tissue",30.6598628,104.0633717,3
Mangu D.M.,Ira A. Fulton Schools of Engineering,Tempe,United States,2015-12-02,Motivational factors predicting STEM and engineering career intentions for high school students,33.4255117,-111.940016,2
Del Mercato L.L.,Università del Salento,Lecce,Italy,2015-12-22,Ratiometric Organic Fibers for Localized and Reversible Ion Sensing with Micrometer-Scale Spatial Resolution,40.1522173,18.2260628338229,0
Winiwarter W.,Universität Wien,Vienna,Austria,2015-12-11,JAMRED - A Japanese abstract meaning representation EDitor,48.2083537,16.3725042,0
Chen J.,University of Chinese Academy of Sciences,Beijing,China,2015-12-01,Using simulation to evaluate error detection strategies: A case study of cloud-based deployment processes,40.190632,116.412144,3
Johari Y.,The University of Sheffield,Sheffield,United Kingdom,2015-12-01,"Integrated cell and process engineering for improved transient production of a ""difficult-to-express"" fusion protein by CHO cells",53.3806626,-1.4702278,0
Noran M.,Tenaga Nasional Berhad,Kuala Lumpur,Malaysia,2015-12-16,Adaptive breaker failure protection scheme for double busbar substation using IEC 61850 GOOSE message communication,3.1516964,101.6942371,5
Mobrand E.,National University of Singapore,Singapore City,Singapore,2015-12-01,The politics of regulating elections in South Korea: The persistence of restrictive campaign laws,1.2899175,103.8519072,5
Rizzatti C.L.,Pontifícia Universidade Católica do Paraná,Curitiba,Brazil,2015-12-28,Proposal for an image-based software system for dental implant positioning,-25.4295963,-49.2712724,4
Walter M.J.,University of Bristol,Bristol,United Kingdom,2015-12-15,The stability of hydrous silicates in Earth's lower mantle: Experimental constraints from the systems MgO-SiO<inf>2</inf>-H<inf>2</inf>O and MgO-Al<inf>2</inf>O<inf>3</inf>-SiO<inf>2</inf>-H<inf>2</inf>O,51.4538022,-2.5972985,0
Wahab N.A.A.,Universiti Teknologi Malaysia Kuala Lumpur,Kuala Lumpur,Malaysia,2015-12-22,Simulation study of electromagnetic circuit design in laminated magnetorheological elastomer isolator,3.1516964,101.6942371,5
Hosseini M.D.M.,University of Isfahan,Isfahan,Iran,2015-12-30,F plus KS: A new feature selection strategy for steganalysis,32.6707877,51.6650002,0
Ogunseye S.,"Memorial University of Newfoundland, Faculty of Business Administration",St John's,Canada,2015-12-08,What's to Learn from Unvalidated Sources of Health Information?,47.5614705,-52.7126162,8
Helkala K.,Norwegian Defence Cyber Academy,Lillehammer,Norway,2015-12-02,How the application of coping strategies can empower learning,61.1333408,10.426585544131411,0
Senthilkumar B.,Vellore Institute of Technology,Vellore,India,2015-12-01,Selection of effective and highly thermostable Bacillus subtilis lipase A template as an industrial biocatalyst-A modern computational approach,12.9021849,79.06110398623842,7
Zhang W.,Beihang University,Beijing,China,2015-12-24,Research on application of functional FMECA in reverse engineering optimization,40.190632,116.412144,3
Kameoka Y.,Tokai University,Tokyo,Japan,2015-12-29,Customer segmentation and visualization by combination of self-organizing map and cluster analysis,35.6768601,139.7638947,3
Jo Y.I.,Brandeis University,Waltham,United States,2015-12-01,CRISPR/Cas9 system as an innovative genetic engineering tool: Enhancements in sequence specificity and delivery methods,42.3756401,-71.2358004,2
Hopfmann C.,Technische Universität Berlin,Berlin,Germany,2015-12-03,Compensation of phonon-induced renormalization of vacuum Rabi splitting in large quantum dots: Towards temperature-stable strong coupling in the solid state with quantum dot-micropillars,52.510885,13.3989367,0
Barth J.M.,The University of Alabama,Tuscaloosa,United States,2015-12-01,Untangling Life Goals and Occupational Stereotypes in Men’s and Women’s Career Interest,33.2095614,-87.5675258,2
Rousi R.,University of Jyväskylä,Jyvaskyla,Finland,2015-12-02,Life-based design as an extension of problem-based learning - A tool for understanding people and technology,62.2417066,25.7495727,0
Chen J.,CAS Center for Excellence in Molecular Plant Sciences / Institute of Plant Physiology and Ecology,Shanghai,China,2015-12-01,Characterization of the chromosomal integration of Saccharopolyspora plasmid pCM32 and its application to improve production of spinosyn in Saccharopolyspora spinosa,31.2312707,121.4700152,3
Davis T.,FRCSE/ISSC,Jacksonville,United States,2015-12-14,Deploying an enterprise-class Software Lifecycle Management solution for Test Program Sets,30.3321838,-81.655651,2
Pandria N.,Aristotle University of Thessaloniki,Thessaloniki,Greece,2015-12-16,The future of mobile health ADHD applications: Projecting WHAAM application on future mobile health,40.6403167,22.9352716,0
Smith B.,Feinstein Institute for Medical Research,Manhasset,United States,2015-12-01,Immunology and cartilage regeneration,40.7956894,-73.6989103,2
Nguyen T.K.,BRGM,Orleans,France,2015-12-01,Integrating damage zone heterogeneities based on stochastic realizations of fracture networks for fault stability analysis,47.9027336,1.9086066,0
Uddin B.,Universität Heidelberg,Heidelberg,Germany,2015-12-21,Genome editing through large insertion leads to the skipping of targeted exon,49.4093582,8.694724,0
Francisco A.,London School of Hygiene &amp; Tropical Medicine,London,United Kingdom,2015-12-01,"Reply to ""Drug susceptibility of genetically engineered Trypanosoma cruzi strains and sterile cure in animal models as a criterion for potential clinical efficacy of anti-T. cruzi drugs""",51.5074456,-0.1277653,0
Yan J.P.,Southwest Petroleum University China,Chengdu,China,2015-12-10,The influence of low permeable sandstone pore structure on rock electrical parameters and its applications,30.6598628,104.0633717,3
Yu J.H.,Pusan National University,Busan,South Korea,2015-12-01,Improvement of structural design accuracy using a casting-structural interface (CSI) method in large-scale sand castings,35.1799528,129.0752365,3
Wang R.L.,National Space Science Center,Beijing,China,2015-12-01,Further study of space debris collision warning techniques in NSSC,40.190632,116.412144,3
Watkins S.,RMIT University,Melbourne,Australia,2015-12-01,"To wards autonomous MAV soaring in cities: CFD simulation, EFD measurement and flight trials",-37.8142454,144.9631732,1
Carroll T.E.,Pacific Northwest National Laboratory,Richland,United States,2015-12-14,Impact of network activity levels on the performance of passive network service dependency discovery,38.7060457,-88.0949352,2
Marris-Morini D.,Université Paris-Saclay,Gif-sur-Yvette,France,2015-12-11,Silicon photonics based on Ge/SiGe quantum well structures,48.7018823,2.134529,0
Sprada A.G.,Universidade Federal de Santa Maria,Santa Maria,Brazil,2015-12-01,Toxicity and oxidative stress of canine mesenchymal stromal cells from adipose tissue in different culture passages,-29.6860512,-53.8069214,4
Octaviano F.R.,Universidade Federal de São Carlos,Sao Carlos,Brazil,2015-12-01,Semi-automatic selection of primary studies in systematic literature reviews: is it reasonable?,-22.0180395,-47.891154,4
Patience P.A.,Polytechnique Montréal,Montreal,Canada,2015-12-01,How do you write and present research well? 2 -Replace 007 with an explicit agent,45.5031824,-73.5698065,2
Man Y.,South China University of Technology,Guangzhou,China,2015-12-01,"Modeling, simulation and analysis for coal and coke-oven gas to synthetic natural gas",23.1301964,113.2592945,3
Siano D.,Istituto Motori,Naples,Italy,2015-12-01,Acoustic optimization of a high-speed train composite sandwich panel based on analytical and experimental Transmission Loss evaluation integrated by FE/Test correlation analysis,40.8358846,14.2487679,0
Daud W.S.W.,Universiti Malaysia Perlis,Arau,Malaysia,2015-12-11,A review on classification methods for solving fully fuzzy linear systems,6.4307281,100.2718795,5
Pelton J.N.,Former Dean International Space University and Executive Board,Unknown,Unknown,2015-12-01,A 3 Point Action Agenda to Address Cosmic Hazards and Planetary Defense,12.4989994,124.67467412829455,-1
Scholtz A.,Technische Universität Chemnitz,Chemnitz,Germany,2015-12-11,Systematic composition of web-based applications with focus on security,50.8323531,12.918914,0
Thomas I.,Pevensey Coastal Defence Ltd,Unknown,United Kingdom,2015-12-01,Long-term loss of beach material from the Eastern English Channel,53.16917060617699,-4.1000956517182905,0
Dziedzic K.,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,Krakow,Poland,2015-12-01,Impact of aerobic biostabilisation and biodrying process of municipal solid waste on minimisation of waste deposited in landfills,50.0469432,19.997153435836697,0
Stieff M.,University of Illinois at Chicago,Chicago,United States,2015-12-01,How Much Can Spatial Training Improve STEM Achievement?,41.8755616,-87.6244212,2
Diesburg S.,PATH,Seattle,United States,2015-12-02,"Development of a single-use, disposable, electricity-free, nucleic acid amplification platform",47.6038321,-122.330062,2
Zhu H.,Nantong University,Nantong,China,2015-12-28,PH-responsive hybrid quantum dots for targeting hypoxic tumor siRNA delivery,31.9827896,120.8904588,3
Larrañaga A.,Universidad del Pais Vasco,Leioa,Spain,2015-12-01,Effect of bioactive glass particles on osteogenic differentiation of adipose-derived mesenchymal stem cells seeded on lactide and caprolactone based scaffolds,43.3271048,-2.9846079,0
Moorkens J.,Dublin City University,Dublin,Ireland,2015-12-01,Correlations of perceived post-editing effort with measurements of actual effort,53.3493795,-6.2605593,0
Sundararaman N.,Virginia Tech College of Engineering,Blacksburg,United States,2015-12-12,ITAP: Integrated transcriptomics and phenotype database for stress response of Escherichia coli and Saccharomyces cerevisiae Bioinformatics,37.2296566,-80.4136767,2
Niwa T.,Institute of Science Tokyo,Tokyo,Japan,2015-12-15,Comprehensive study of liposome-assisted synthesis of membrane proteins using a reconstituted cell-free translation system,35.6768601,139.7638947,3
Dang Y.,Paul L. Foster School of Medicine,El Paso,United States,2015-12-15,Optimizing sgRNA structure to improve CRISPR-Cas9 knockout efficiency,31.7601164,-106.4870404,2
Hsiao H.,National Institute for Occupational Safety and Health,"Washington, D.C.",United States,2015-12-01,Firefighter Hand Anthropometry and Structural Glove Sizing: A New Perspective,38.8950368,-77.0365427,2
Shi Y.,Hebei University of Engineering,Handan,China,2015-12-01,Simultaneously Enhancing the Ductility and Strength in a Hierarchical and Multiphase Nanolaminated TiZrAlV,36.6107711,114.4857072,3
Zheng B.,The State Key Laboratory for Diagnosis and Treatment of Infectious Diseases,Hangzhou,China,2015-12-20,Complete genome sequence of Lactobacillus heilongjiangensis DSM 28069<sup>T</sup>: Insight into its probiotic potential,30.2489634,120.2052342,3
Mi G.,Lanzhou Jiaotong University,Lanzhou,China,2015-12-01,Advance trigger handover algorithm based on the speed in LTE-R,36.474436,103.733224,9
Idrees A.M.,Faculty of Computers and Information,Fayoum,Egypt,2015-12-29,Towards an automated evaluation approach for e-procurement,29.340737,30.620104467964623,0
McGillion B.,Aalto University,Espoo,Finland,2015-12-02,Open-TEE - An open virtual trusted execution environment,60.2047672,24.6568435,0
Feng Q.S.,Ministry of Education of the People's Republic of China,Beijing,China,2015-12-28,Influences of ballasted track and slab ballastless track structures on ground vibration of high speed railway,40.190632,116.412144,3
Corke H.,Hubei University of Technology,Wuhan,China,2015-12-17,Course Structures: Based on EFG Articles,30.5951051,114.2999353,3
Wang D.,Tianjin University of Science &amp; Technology,Tianjin,China,2015-12-01,Metabolic engineering of Saccharomyces cerevisiae for accumulating pyruvic acid,39.3032619,117.4163641,3
Pradilla J.,Universitat Politècnica de València,Valencia,Spain,2015-12-01,SOSLite: Lightweight Sensor Observation Service (SOS),39.4697065,-0.3763353,0
Astavin A.,NPO Lavochkin,Khimki,Russian Federation,2015-12-01,Development of precision structure of a large-size space radio telescope,55.8917293,37.4396994,0
Chimene D.,Texas A&amp;M University,College Station,United States,2015-12-02,Two-Dimensional Nanomaterials for Biomedical Applications: Emerging Trends and Future Prospects,30.6183939,-96.3455991,2
Romero M.,Université Laval,Quebec,Canada,2015-12-16,Digital game creation as a creative learning activity,53.78701075,-73.31569895762317,10
Costa P.F.,Technische Universität München,Munich,Germany,2015-12-30,Additive manufacturing of scaffolds with dexamethasone controlled release for enhanced bone regeneration,48.1371079,11.5753822,0
Gong K.,University of Delaware,Newark,United States,2015-12-01,"Nonaqueous redox-flow batteries: Organic solvents, supporting electrolytes, and redox pairs",40.735657,-74.1723667,2
Donohue S.K.,University of Virginia School of Engineering and Applied Science,Charlottesville,United States,2015-12-02,FIE 2015 special session - Movin' along: Investigating motion and mechanisms using engineering design activities,38.029306,-78.4766781,2
Iman M.,Ferdowsi University of Mashhad,Mashhad,Iran,2015-12-24,Quantitative evaluation of software usability with a fuzzy expert system,36.2974945,59.6059232,0
Holding T.,University of Exeter,Exeter,United Kingdom,2015-12-06,Maintenance of phenotypic diversity within a set of virulence encoding genes of the malaria parasite Plasmodium falciparum,50.7256138,-3.5269209,0
Jones B.D.,Virginia Polytechnic Institute and State University,Blacksburg,United States,2015-12-01,Elements of Design-Based Science Activities That Affect Students' Motivation,37.2296566,-80.4136767,2
Li P.,Télécom SudParis,Evry,France,2015-12-08,Automatic OpenCL code generation for multi-device heterogeneous architectures,48.6241665,2.4289667,0
Tran H.L.B.,"University of Science, Viet Nam National University Ho Chi Minh City",Ho Chi Minh City,Viet Nam,2015-12-01,Human dental pulp stem cells cultured onto dentin derived scaffold can regenerate dentin-like tissue in vivo,10.7763897,106.7011391,-1
Mohd Noor C.W.,Universiti Malaysia Pahang Al-Sultan Abdullah,Pekan,Malaysia,2015-12-22,Application of artificial neural network for prediction of marine diesel engine performance,3.4895509,103.390396,5
Furusawa K.,Hokkaido University,Sapporo,Japan,2015-12-14,Application of Multichannel Collagen Gels in Construction of Epithelial Lumen-like Engineered Tissues,43.061936,141.3542924,-1
Dokić O.,The Highway Institute,Belgrade,Serbia,2015-12-30,Influence of engineering properties on Polished Stone Value (PSV): A case study on basic igneous rocks from Serbia,44.8178131,20.4568974,0
Górecki W.,AGH University of Krakow,Krakow,Poland,2015-12-01,Atlases of geothermal waters and energy resources in Poland,50.0469432,19.997153435836697,0
Tuparov G.,South-West University Neofit Rilski,Blagoevgrad,Bulgaria,2015-12-16,Students' readiness for mobile learning in Republic of Yemen - A pilot study,41.750287,23.48734109762355,0
Kildegaard K.R.,The Novo Nordisk Foundation Center for Biosustainability,Lyngby,Denmark,2015-12-01,Production of 3-hydroxypropionic acid from glucose and xylose by metabolically engineered Saccharomyces cerevisiae,55.7718649,12.5051413,0
He L.,Jilin University,Changchun,China,2015-12-01,Fault tolerant control method of dual steering actuator motors for steer-by-wire system,43.8844201,125.3180998,3
Tedjakusuma V.,Delft University of Technology,Delft,Netherlands,2015-12-10,The role of human values in the design of a de facto standard,52.0114017,4.35839,0
Akıska S.,Ankara Üniversitesi,Ankara,Turkey,2015-12-01,DisChart: a new application for building and drawing discrimination diagrams using digitize method,39.7160439,32.7059948,0
Öztürk C.,Yıldız Teknik Üniversitesi,Istanbul,Turkey,2015-12-30,Efficient cartilage segmentation in high-field knee MR images with voxel-classification-driven region-growing algorithm,41.0766019,29.052495,0
Marbouti F.,Purdue University,West Lafayette,United States,2015-12-02,There's more than one way to analyze feedback on design,40.4258686,-86.9080655,2
Bungener S.,École Polytechnique Fédérale de Lausanne,Lausanne,Switzerland,2015-12-15,Multi-period analysis of heat integration measures in industrial clusters,46.5218269,6.6327025,0
Hong J.,Hunan Institute of Technology,Hengyang,China,2015-12-15,The effect of fiber loss on the phase noise of dual-loop injection-locked opto-electronic oscillator,26.8971308,112.5666191,3
Chen C.,Hong Kong Baptist University,Hong Kong,Hong Kong,2015-12-01,Total variation based tensor decomposition for multi-dimensional data with time dimension,22.2793278,114.1628131,3
King I.C.,University of Washington,Seattle,United States,2015-12-09,Precise assembly of complex beta sheet topologies from de novo designed building blocks,47.6038321,-122.330062,2
Baroud D.N.,"Notre Dame University, Lebanon",Zouk Mosbeh,Lebanon,2015-12-01,Encounters of discrete urban practices,33.9558528,35.6151627,0
Xia M.L.,Institute of Process Engineering Chinese Academy of Sciences,Beijing,China,2015-12-23,Periodic-peristole agitation for process enhancement of butanol fermentation,40.190632,116.412144,3
Kamran D.,Sharif University of Technology,Tehran,Iran,2015-12-30,HDL based simulation framework for a DPA secured embedded system,35.6892523,51.3896004,0
Mroczek E.,Uniwersytet Przyrodniczy w Poznaniu,Poznan,Poland,2015-12-02,Effect of residual monomer from polyacrylamide on head lettuce grown in peat substrate,52.4082663,16.9335199,0
Namazova-Baranova L.,National Medical Research Center for Children's Health,Moscow,Russian Federation,2015-12-21,"Remote monitoring of children with asthma, being treated in multidisciplinary hospital",55.625578,37.6063916,0
Hansen G.,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,2015-12-01,Offshore oil and gas firms' involvement in offshore wind: Technological frames and undercurrents,63.4304475,10.3952118,0
Thamizhmanii S.,International College of Automotive,Pekan,Malaysia,2015-12-22,Surface roughness and tool wear on cryogenic treated cbn insert on titanium and inconel 718 alloy steel,3.4895509,103.390396,5
Jeon H.,Hanyang University,Seoul,South Korea,2015-12-01,The effect of plasma power on the properties of low-temperature silicon nitride deposited by RPALD for a gate spacer,37.5666791,126.9782914,3
Klein A.,Western Washington University,Bellingham,United States,2015-12-30,An inquiry-based acoustic signal processing lab module for introducing digital communications,48.7544012,-122.478836,2
Pawlowski J.M.,Ruhr West University of Applied Sciences,Mulheim an der Ruhr,Germany,2015-12-01,Positive Computing: A New Trend in Business and Information Systems Engineering?,51.4272925,6.8829192,0
Scislowska-Czarnecka A.,Akademia Wychowania Fizycznego im. Bronisława Czecha w Krakowie,Krakow,Poland,2015-12-01,Oxygen plasma surface modification augments poly(L-lactide-co-glycolide) cytocompatibility toward osteoblasts and minimizes immune activation of macrophages,50.0469432,19.997153435836697,0
Tang X.,Nanjing University of Aeronautics and Astronautics,Nanjing,China,2015-12-10,Damage mechanism of typical metal engineering materials in fusion reactor under irradiation,32.0438284,118.7788631,3
Ceriani N.M.,"Tenaris, Italy",Dalmine,Italy,2015-12-01,Reactive Task Adaptation Based on Hierarchical Constraints Classification for Safe Industrial Robots,45.6472193,9.6019202,0
Gasca-Hurtado G.P.,Universidad de Medellín,Medellin,Colombia,2015-12-01,Virtual Reality as good practice for teamwork with engineering students,6.269732449999999,-75.60255965090315,11
Liu C.,Sinopec,Beijing,China,2015-12-28,"Formation and preservation mechanism of sweet spot in tight clastic reservoirs -A case study of Chang 8 oil layer of Yanchang Formation in Zhenjing area, southwest Ordos Basin",40.190632,116.412144,3
Kunkel S.A.,Armour College of Engineering,Chicago,United States,2015-12-04,Engineering of Nitrosomonas europaea to express Vitreoscilla hemoglobin enhances oxygen uptake and conversion of ammonia to nitrite,41.8755616,-87.6244212,2
Rivero R.E.,Universidad Nacional de Rio Cuarto,Rio Cuarto,Argentina,2015-12-01,Effect of functional groups on physicochemical and mechanical behavior of biocompatible macroporous hydrogels,-33.1237585,-64.3489782,17
Gatan S.,Riga Technical University,Riga,Latvia,2015-12-28,The modern methods for designing of medium voltage switchboards technology of power plant's refineries: Technical Solution for Double Bus-bar Systems,56.9493977,24.1051846,0
Brown J.A.,Vanderbilt University Medical Center,Nashville,United States,2015-12-01,Inhibition of parvalbumin-expressing interneurons results in complex behavioral changes,36.1622767,-86.7742984,2
Liu J.,China University of Mining and Technology,Xuzhou,China,2015-12-01,Applications of catastrophe theory in engineering: A review,34.2665258,117.1810431,3
Vemulapati U.,ABB Group,Zurich,Switzerland,2015-12-01,Reverse blocking IGCT optimised for 1 kV DC bi-directional solid state circuit breaker,47.3744489,8.5410422,0
Lini Dev K.,Indian Institute of Technology Madras,Chennai,India,2015-12-01,Pond Ash Based Controlled Low Strength Flowable Fills for Geotechnical Engineering Applications,13.0836939,80.270186,7
Amor-Martin A.,Microwaves and Antennas Group,Unknown,Spain,2015-12-01,Posidonia: A Tool for HPC and Remote Scientific Simulations [EM Programmer's Notebook],39.543762,2.723720218073191,0
Liu W.,Department of Structural Engineering,La Jolla,United States,2015-12-01,Seismic Behavior of Frame-Wall-Rocking Foundation Systems. I: Test Program and Slow Cyclic Results,32.8401623,-117.2740777,2
Zakhem E.,Wake Forest University School of Medicine,Winston Salem,United States,2015-12-01,Successful implantation of an engineered tubular neuromuscular tissue composed of human cells and chitosan scaffold,36.0998131,-80.2440518,2
Świerczek B.,University of Warsaw,Warsaw,Poland,2015-12-01,From pluripotency to myogenesis: a multistep process in the dish,52.2319581,21.0067249,0
Li F.,Beijing Institute of Technology,Beijing,China,2015-12-02,Virtual experiments for introduction of computing: Using virtual reality technology,40.190632,116.412144,3
Hu M.,Oak Ridge National Laboratory,Oak Ridge,United States,2015-12-01,Semiconductor Nanocrystal Quantum Dot Synthesis Approaches Towards Large-Scale Industrial Production for Energy Applications,36.0103562,-84.2696449,2
Kumar R.,"Maharishi Markandeshwar (Deemed to be University), Mullana",Ambala,India,2015-12-01,Cost analysis of a coal-fired power plant using the NPV method,30.3843674,76.770421,7
Guha S.,Indian Institute of Technology Delhi,New Delhi,India,2015-12-01,Revisiting robustness in priced timed games,28.64308585,77.21926705734865,7
Moses S.,Brigham Young University,Provo,United States,2015-12-16,The SNAP principle for mitigating privileged account breaches: How secondary non-admin privileged accounts can reduce breach impact,40.2337289,-111.6587085,2
Leleux J.,Wallace H. Coulter Department of Biomedical Engineering,Atlanta,United States,2015-12-10,Engineering immunity: Modulating dendritic cell subsets and lymph node response to direct immune-polarization and vaccine efficacy,33.7489924,-84.3902644,2
Roan E.,University of Memphis,Memphis,United States,2015-12-23,Dichotomy of Tenure and Biomedical Engineering Research with a Purpose in an Academic Setting,35.1460249,-90.0517638,2
Sowade E.,Technische Universität Chemnitz,Chemnitz,Germany,2015-12-24,Inkjet Printing of Colloidal Nanospheres: Engineering the Evaporation-Driven Self-Assembly Process to Form Defined Layer Morphologies,50.8323531,12.918914,0
Maji P.,"Indian Statistical Institute, Kolkata",Kolkata,India,2015-12-09,SoBT-RFW: Rough-fuzzy computing and wavelet analysis based automatic brain tumor detection method from MR images,22.5726459,88.3638953,7
Elliott D.C.,Pacific Northwest National Laboratory,Richland,United States,2015-12-18,Transportation Fuels from Biomass via Fast Pyrolysis and Hydroprocessing,38.7060457,-88.0949352,2
Saliba A.E.,Julius-Maximilians-Universität Würzburg,Wurzburg,Germany,2015-12-01,The systematic analysis of protein-lipid interactions comes of age,49.7780356,9.94347690712558,0
Zhang Y.,Beihang University,Beijing,China,2015-12-24,A method of fault tree generation based on go model,40.190632,116.412144,3
