author_name,affiliation,city,country,publication_date,title,latitude,longitude,cluster
Itik M.,Karadeniz Technical University,Trabzon,Turkey,2014-12-01,Force control of a tri-layer conducting polymer actuator using optimized fuzzy logic control,41.0054605,39.7301463,0
Fu J.,Nanchang University,Nanchang,China,2014-11-25,Optimization of whole-cell biocatalysis for phenylacetyl-7-aminodeacetoxycephalosporanic acid production,28.6472124,116.0348483,4
Montanari A.,Alma Mater Studiorum Università di Bologna,Bologna,Italy,2014-12-23,Modeling and mitigating natural hazards: Stationarity is immortal!,44.4938203,11.3426327,0
Brooks K.,Pacific Northwest National Laboratory,Richland,United States,2014-12-20,Development and validation of a slurry model for chemical hydrogen storage in fuel cell vehicle applications,38.7060457,-88.0949352,3
Formánek J.,Czech Technical University in Prague,Prague,Czech Republic,2014-12-24,Methods for lifetime characterization of concentric circuit boards,50.0874654,14.4212535,0
Irimia D.C.,Universitatea Tehnica Gh. Asachi din IasI,Iasi,Romania,2014-12-01,Correlations between muscular contraction type and muscle electrical activity,47.1615598,27.5837814,0
Aktas O.,University of Cambridge,Cambridge,United Kingdom,2014-12-01,Functional twin boundaries and tweed microstructures: A comparison between minerals and device materials,52.2055314,0.1186637,0
Balderas R.,BD Biosciences,Unknown,United Kingdom,2014-12-01,GEN roundup on flow cytometry,53.16917060617699,-4.1000956517182905,0
Gallina B.,Mälardalen University,Vasteras,Sweden,2014-12-12,Towards safety risk assessment of socio-technical systems via failure logic analysis,59.6110992,16.5463679,0
Cabrera C.,Bryn Mawr College,Bryn Mawr,United States,2014-12-27,Dynamically Optimizing Experiment Schedules of a Laboratory Robot System with Simulated Annealing,40.0238245,-75.31734069085473,3
Na R.,Inner Mongolia University of Technology,Hohhot,China,2014-12-01,Dynamic analysis of double racks gear 3D roll forming machine,40.8400679,111.742171,4
Guosheng L.,Science and Technology on Millimeter-wave Laboratory,Beijing,China,2014-12-18,A study on the characteristics of frequency selected surfaces for waves with high incident angles,40.190632,116.412144,4
Casner S.,NASA Ames Research Center,Moffett Field,United States,2014-12-20,The retention of manual flying skills in the automated cockpit,37.40410955,-122.05130742061216,3
Yang M.,Jiujiang Vocational and Technical College,Jiujiang,China,2014-12-04,The research of resource sharing platform for universities using virtual database,29.388607,115.3820227,4
Davidson S.,National Physical Laboratory,Middlesex,United Kingdom,2014-12-16,Preparations for the forthcoming redefinition of the kilogram,51.546055800000005,-0.2537791389340719,0
Yu Y.,College of Engineering,Iowa City,United States,2014-12-01,A Hybrid Bioprinting Approach for Scale-Up Tissue Fabrication,41.6612561,-91.5299106,3
Koyama F.,Institute of Science Tokyo,Tokyo,Japan,2014-11-27,Advances and new functions of VCSEL photonics,35.6768601,139.7638947,4
Liu C.,AT&amp;T Laboratories Florham Park,Florham Park,United States,2014-12-01,PUMA: Policy-based unified multiradio architecture for agile mesh networking,40.7881643,-74.3891647,3
Gao H.,Delft University of Technology,Delft,Netherlands,2014-11-28,Climate controls how ecosystems size the root zone storage capacity at catchment scale,52.0114017,4.35839,0
Raman S.,Harvard University,Cambridge,United States,2014-12-16,Evolution-guided optimization of biosynthetic pathways,42.3656347,-71.1040018,3
Jamone L.,Instituto Superior Técnico,Lisbon,Portugal,2014-11-25,Control of physical interaction through tactile and force sensing during visually guided reaching,38.7077507,-9.1365919,0
Mwansa G.,University of South Africa,Pretoria,South Africa,2014-12-03,Migrating agile development into the cloud computing environment,-25.7459277,28.1879101,12
Bowers D.T.,Department of Biomedical Engineering,Charlottesville,United States,2014-12-23,Spatiotemporal oxygen sensing using dual emissive boron dye-polylactide nanofibers,38.029306,-78.4766781,3
Qian Y.,State Grid Beijing Electric Power Research Institute,Beijing,China,2014-12-18,Design and application of test system for Solid State Transfer Switch,40.190632,116.412144,4
Raibulet C.,Università degli Studi di Milano-Bicocca,Milan,Italy,2014-12-31,Hints on Quality Evaluation of Self-∗Systems,45.4641943,9.1896346,0
Park H.,Hanyang University,Seoul,South Korea,2014-12-28,Ionically cross-linkable hyaluronate-based hydrogels for injectable cell delivery,37.5666791,126.9782914,4
Philip G.,Max Planck Institute for Informatics,Saarbrucken,Germany,2014-12-01,Vertex exponential algorithms for connected f-factors,49.234362,6.996379,0
Guitian Oliveira N.,Instituto de Ciencia e Engenharia de Materials Superficies,Lisbon,Portugal,2014-12-01,In vitro assessment of three dimensional dense chitosan-based structures to be used as bioabsorbable implants,38.7077507,-9.1365919,0
Maghsoudlou P.,Great Ormond Street Hospital for Children NHS Foundation Trust,London,United Kingdom,2014-12-01,Isolation of esophageal stem cells with potential for therapy,51.5074456,-0.1277653,0
Fukuhara A.,Tohoku University,Sendai,Japan,2014-12-01,Proposition and evaluation of a collision detection method for real time surgery simulation of opening a brain fissure,38.2677554,140.8691498,4
Lee E.L.,Boston University College of Engineering,Boston,United States,2014-12-02,Modulating alignment and contractile protein expression in vascular smooth muscle cell sheets: Using microcontact printing and mechanical conditioning,42.3554334,-71.060511,3
Zhang X.,Zhengzhou University of Light Industry,Zhengzhou,China,2014-12-01,"A novel temperature and pH dual-responsive hybrid hydrogel with polyhedral oligomeric silsesquioxane as crosslinker: Synthesis, characterization and drug release properties",34.7533392,113.6599983,4
Liu J.,Baoding Vocational and Technology Collage,"Baoding city, Hebei province",China,2014-12-04,The practical research of circumstance teaching in the major of logistics management at high vocational college,38.8579735,115.490696,4
Ibrahim I.M.,Universiti Teknikal Malaysia Melaka,Malacca,Malaysia,2014-12-01,Aperture slot size effect to wide band open air gap radial-line slot array performance,2.3293744,102.2880962,7
Johnson J.A.,University of Wisconsin-Madison,Madison,United States,2014-12-01,Next generation of an intermediate depth drill,43.074761,-89.3837613,3
Syer M.D.,Queen’s University,Kingston,Canada,2014-12-04,The maintenance and evolution of field-representative performance tests,44.3054151,-76.4283781,3
Sjoblom P.,Lunds Universitet,Lund,Sweden,2014-12-01,Constant mismatch loss boundary circles and their application to optimum state distribution in adaptive matching networks,55.7029296,13.1929449,0
Tian J.,Hainan Normal University,Haikou,China,2014-12-04,Research on the application of innovative 'order-oriented' talent cultivation mode in the cultivation of talents for tropical marine sports tourism of China,20.0462328,110.1956502,4
Kurtek S.,The Ohio State University,Columbus,United States,2014-12-04,Handwritten text segmentation using elastic shape analysis,39.9622601,-83.0007065,3
Liu X.,University of Liverpool,Liverpool,United Kingdom,2014-12-10,Speeding up systems biology simulations of biochemical pathways using condor,53.4071991,-2.99168,0
Srinivasan D.G.,Rowan University,Glassboro,United States,2014-12-12,"Gene expression analysis of parthenogenetic embryonic development of the pea aphid, acyrthosiphon pisum, suggests that aphid parthenogenesis evolved from meiotic oogenesis",39.7027677,-75.1119434,3
Kwong C.C.,School of Physical and Mathematical Sciences,Singapore City,Singapore,2014-11-26,Cooperative emission of a coherent superflash of light,1.2899175,103.8519072,7
Sharma M.,Indian Institute of Technology Delhi,New Delhi,India,2014-12-14,Content-aware seamless stereoscopic 3D compositing,28.64308585,77.21926705734865,13
Reyes L.M.,Indiana University School of Medicine,Indianapolis,United States,2014-12-01,Creating class I MHC-null pigs using guide RNA and the Cas9 endonuclease,39.7683331,-86.1583502,3
Elarian Y.,King Fahd University of Petroleum and Minerals,Dhahran,Saudi Arabia,2014-12-01,Handwriting synthesis: classifications and techniques,26.2966528,50.1202146,0
Pantelakis S.,University of Patras,Rio,Greece,2014-12-01,3rd international conference of engineering against failure (ICEAF III),38.2981583,21.7775953,0
Liu F.,Kunming University of Science and Technology,Kunming,China,2014-12-04,Research on influencing factors of university library readers' satisfaction based on factor analysis,25.0363006,102.7086139,4
Kampichler W.,Frequentis AG,Vienna,Austria,2014-12-08,A D-MILS console subsystem for advanced ATM communication services,48.2083537,16.3725042,0
Kiruthika J.,Kingston University,Kingston Upon Thames,United Kingdom,2014-12-29,Performance issues and query optimization in big multidimensional data,51.4096275,-0.3062621,0
Johnston V.,The University of Queensland,Brisbane,Australia,2014-12-01,A workplace exercise versus health promotion intervention to prevent and reduce the economic and personal burden of non-specific neck pain in office personnel: Protocol of a cluster-randomised controlled trial,-27.4689682,153.0234991,10
Ferreira N.,"i2S Insurance Knowledge, S.A.",Porto,Portugal,2014-12-04,Modularization of logical software architectures for implementation with multiple teams,41.1494512,-8.6107884,0
Xiaguang Y.,Zhengzhou Electric Power College,Zhengzhou,China,2014-12-22,Text mining software and their applications,34.7533392,113.6599983,4
Nikora N.,University of Aberdeen,Aberdeen,United Kingdom,2014-12-01,"Erratum for ""Velocity profiles in vegetated open-channel flows: Combined effects of multiple mechanisms"" by Nina Nikora, Vladimir Nikora, and Tom O'Donoghue [Journal of Hydraulic Engineering (2014)]",57.1482429,-2.0928095,0
Lai Y.Y.,China Southern Power Grid,Guangzhou,China,2014-12-04,A grey lock method to support once pre-freezing mechanism in IC card,23.1301964,113.2592945,4
Qu Y.,Beijing University of Technology,Beijing,China,2014-12-09,Study on interactive product experience design methods based on MAX6\MSP,40.190632,116.412144,4
Guo C.C.,Sun Yat-Sen University,Guangzhou,China,2014-12-04,Multi-shot person re-identification with automatic ambiguity inference and removal,23.1301964,113.2592945,4
Enokida R.,Department of Architecture and Architectural Engineering,Kyoto,Japan,2014-12-02,A nonlinear signal-based control method and its applications to input identification for nonlinear SIMO problems,35.021041,135.7556075,4
Harvolk S.,Justus-Liebig-Universität Gießen,Giessen,Germany,2014-12-01,Can artificial waterways provide a refuge for floodplain biodiversity? A case study from North Western Germany,50.5862066,8.6742306,0
De Pablos P.O.,Universidad de Oviedo,Oviedo,Spain,2014-11-30,Assessing the role of mobile technologies and distance learning in higher education,43.3618625,-5.8483581,0
Kim K.,SKC Ltd.,Suwon,South Korea,2014-12-01,A frequency response identification method for discrete-time processes with cyclic steady state conditions,37.2633325,127.0287472,4
Wang Z.,Tsinghua University,Beijing,China,2014-12-03,Experimental study of overvoltage on distribution lines induced by artificially rocket-triggered lightning,40.190632,116.412144,4
Droulers G.,Institut Interdisciplinaire D'Innovation Technologique,Sherbrooke,Canada,2014-11-26,Damascene planar metal-insulator-metal tunnel junctions,45.403271,-71.889038,3
Pang L.,Suzhou University,Suzhou,China,2014-11-30,Study on the path and mechanism of evolution of competitive advantage of Chinese auto enterprises,31.311123,120.6212881,4
Zhang W.Q.,Nanjing University,Nanjing,China,2014-12-10,"Developer social networks in software engineering: construction, analysis, and applications",32.0438284,118.7788631,4
Alvarez-Lugo A.E.,Universidad del Magdalena,Santa Marta,Colombia,2014-12-01,Practical lessons learnt from the application of X-ray computed tomography to evaluate the internal structure of asphalt mixtures,11.2320944,-74.1950916,14
Liu X.,Sichuan Vocational and Technical College of Communications,Chengdu,China,2014-12-04,The design and implementation of the ecological tourism risk management system in China,30.6598628,104.0633717,4
Yefei R.,China Earthquake Administration,Beijing,China,2014-12-01,Recent progress of tsunami hazard mitigation in China,40.190632,116.412144,4
Nawaz S.,University of the Punjab,Lahore,Pakistan,2014-12-17,Identification of Macerals in Lakhra and Chamalang Coals in Pakistan,31.5656822,74.3141829,13
Häser F.,Universität Innsbruck,Innsbruck,Austria,2014-12-12,Test process improvement with documentation driven integration testing,47.2654296,11.3927685,0
