author_name,affiliation,city,country,publication_date,title,latitude,longitude,cluster
Li W.,Xi'an Jiaotong University,Xi'an,China,2016-12-01,An improved collaborative optimization for multidisciplinary problems with coupled design variables,34.261004,108.9423363,1
Pimentel B.R.,College of Engineering,Atlanta,United States,2016-12-07,Enabling Kinetic Light Hydrocarbon Separation via Crystal Size Engineering of ZIF-8,33.7489924,-84.3902644,0
Chang M.H.,National Synchrotron Radiation Research Center,Hsinchu,Taiwan,2016-12-01,Pressure drop of two-phase helium along long cryogenic flexible transfer lines to support a superconducting RF operation at its cryogenic test stand,24.8066333,120.9686833,1
Liang Y.,Nanjing University of Science and Technology,Nanjing,China,2016-12-16,Design of single-channel angle tracking receiver for v band,32.0438284,118.7788631,1
Bartlett D.,University College Cork,Cork,Ireland,2016-12-19,Geoinformatics for marine and coastal management,51.897077,-8.4654674,2
Kobrinskii B.,Federal Research Center Informatics and Management of the Russian Academy of Sciences,Moscow,Russian Federation,2016-12-01,Approaches to the construction of cognitive linguistic–image models of knowledge representation for medical intelligent systems,55.625578,37.6063916,2
Beyersdorff O.,University of Leeds,Leeds,United Kingdom,2016-12-01,Understanding cutting planes for QBFs,53.7974185,-1.5437941,2
Dunn M.,Saint Louis University,St. Louis,United States,2016-12-01,What really happened: Radical empiricism and the historian of religion,38.6280278,-90.1910154,0
Pfeiffer F.,Technische Universität München,Munich,Germany,2016-12-01,Non-smooth engineering dynamics,48.1371079,11.5753822,2
De Maio A.,Università degli Studi di Napoli Federico II,Naples,Italy,2016-12-01,Invariance theory for adaptive detection in interference with group symmetric covariance matrix,40.8358846,14.2487679,2
Leitner A.,Montanuniversitat Leoben,Leoben,Austria,2016-12-01,Interface dominated mechanical properties of ultra-fine grained and nanoporous Au at elevated temperatures,47.3805128,15.0947756,2
Zhang S.,Sinopec,Beijing,China,2016-12-28,"Controlling effect of fine-grained sedimentary microfacies upon the microstructure of shale oil reservoirs in the Dongying Sag, Bohai Bay Basin",40.190632,116.412144,1
Farooq U.,Abdul Wali Khan University Mardan,Mardan,Pakistan,2016-12-01,A multi source product reputation model,34.1937969,72.0451467,3
Drew C.,Cabinet Office,London,United Kingdom,2016-12-28,Data science ethics in government,51.5074456,-0.1277653,2
Masoomi H.,Colorado State University,Fort Collins,United States,2016-12-01,Tornado fragility and risk assessment of an archetype masonry school building,40.5871782,-105.0770113,0
Al-Sharif S.,Zayed University,Dubai,United Arab Emirates,2016-12-20,White-hat hacking framework for promoting security awareness,25.2653471,55.2924914,2
De Zoysa D.C.L.,University of Kelaniya,Kelaniya,Sri Lanka,2016-12-09,Development of a safety stock optimization model with high demand uncertainties for Winery Supply Chains (WSCs),6.9501246,79.9172715,3
Dinesh K.,Indian Institute of Technology Madras,Chennai,India,2016-12-01,Characterization and lower bounds for branching program size using projective dimension,13.0836939,80.270186,3
Mazzone L.,Kinderspital Zürich,Zurich,Switzerland,2016-12-01,Successful grafting of tissue-engineered fetal skin,47.3744489,8.5410422,2
Ciccarella G.,Università del Salento,Lecce,Italy,2016-12-01,Trojan horses for drugs: A new role for lipoproteins?,40.1522173,18.2260628338229,2
Yu B.,Dalian Maritime University,Dalian,China,2016-12-01,Swarm intelligence in mechanical engineering,39.740278,122.255833,1
Weixing Y.,Harbin Institute of Technology,Harbin,China,2016-12-16,Research on a kind of anti-podal Vivaldi antenna,45.7593633,126.6276177,1
Schrafel P.C.,Momentum Dynamics Corp,Adelaide,United States,2016-12-05,The reality of safety concerns relative to WPT systems for automotive applications,47.3319625,-122.3586134,21
Zhou Y.,Chang'an University,Xi'an,China,2016-12-15,Uniform calculation pattern for fundamental vibration frequency of continuous rigid frame bridge with double-thin-wall piers,34.261004,108.9423363,1
Boháč M.,Comenius University Medical School,Bratislava,Slovakia,2016-12-01,Stem cell regenerative potential for plastic and reconstructive surgery,48.1516988,17.1093063,2
Jørgensen J.H.,Aarhus Universitet,Aarhus,Denmark,2016-12-27,Symmetry-Driven Band Gap Engineering in Hydrogen Functionalized Graphene,56.1496278,10.2134046,2
Omar Z.,Universiti Tun Hussein Onn Malaysia,Batu Pahat,Malaysia,2016-12-07,CFD Simulation of Aerial Crop Spraying,1.933333,103.0,8
Calle M.,Universidad de Sevilla,Sevilla,Spain,2016-12-16,Impact of the customer demand on order fulfilment strategies based on floating decoupling point: a simulation analysis,37.3886303,-5.9953403,2
Dang H.,TSP,Birmingham,United Kingdom,2016-12-01,Influence of Low-Frequency Vertical Vibration on Walking Locomotion,52.4796992,-1.9026911,2
Rupe J.,"Polar Star Consulting, LLC",Lafayette,United States,2016-12-01,"Network nodal independence, hierarchical path search, and model reuse for network availability computation",30.2262187,-92.0178202,0
Little D.,Duke University Medical Center,Durham,United States,2016-12-01,Functional outcome measures in a surgical model of hip osteoarthritis in dogs,35.996653,-78.9018053,0
Luan X.,School of Materials Science and Technology,Beijing,China,2016-12-14,"Controlled Interfacial Permeation, Nanostructure Formation, Catalytic Efficiency, Signal Enhancement Capability, and Cell Spreading by Adjusting Photochemical Cross-Linking Degrees of Layer-by-Layer Films",40.190632,116.412144,1
Bellmann J.,Fraunhofer Institute for Material and Beam Technology IWS,Dresden,Germany,2016-12-01,Measurement and analysis technologies for magnetic pulse welding: established methods and new strategies,51.0493286,13.7381437,2
Rankin Y.,Spelman College,Atlanta,United States,2016-12-12,Moving students of color from consumers to producers of technology,33.7489924,-84.3902644,0
Zhao L.,Northeast Electric Power University,Jilin,China,2016-12-14,A novel artificial bee colony algorithm for numerical function optimization,43.5825834,126.12661770729828,1
Hu C.,"Shanghai Institute of Ceramics, Chinese Academy of Sciences",Shanghai,China,2016-12-30,Role of y Admixture in (Lu1-x Yx)3Al5 O12 Pr Ceramic Scintillators Free of Host Luminescence,31.2312707,121.4700152,1
Hu C.,China University of Petroleum-Beijing,Beijing,China,2016-12-01,Self-degradation plugging system during workover operation,40.190632,116.412144,1
Li W.,University of Kentucky,Lexington,United States,2016-12-01,Error leakage and wasted time: sensitivity and effort analysis of a requirements consistency checking process,38.0464066,-84.4970393,0
Radoš D.,"Instituto de Tecnologia Química e Biológica, Universidade Nova de Lisboa",Oeiras,Portugal,2016-12-01,"Stereospecificity of Corynebacterium glutamicum 2,3-butanediol dehydrogenase and implications for the stereochemical purity of bioproduced 2,3-butanediol",38.6925777,-9.3123076,2
Katori R.,Graduate School of Medicine,Suita,Japan,2016-12-14,Ebselen preserves tissue-engineered cell sheets and their stem cells in hypothermic conditions,34.7594193,135.516835,1
Garcia A.,Universidad Veracruzana,Xalapa,Mexico,2016-12-22,Estimation of time-to-contact for navigation of autonomous robots using parallel processing,19.5408338,-96.9146374,7
Huo W.L.,Tsinghua University,Beijing,China,2016-12-01,Ultralight alumina ceramic foams with single-grain wall using sodium dodecyl sulfate as long-chain surfactant,40.190632,116.412144,1
Khoder M.,Kingston University,Kingston Upon Thames,United Kingdom,2016-12-30,Efficient approach to enhance drug solubility by particle engineering of bovine serum albumin,51.4096275,-0.3062621,2
Jiang J.,College of Medicine,Omaha,United States,2016-12-07,"Expanded 3D Nanofiber Scaffolds: Cell Penetration, Neovascularization, and Host Response",41.2587459,-95.9383758,0
Mamba G.,University of South Africa,Pretoria,South Africa,2016-12-05,Graphitic carbon nitride (g-C<inf>3</inf>N<inf>4</inf>) nanocomposites: A new and exciting generation of visible light driven photocatalysts for environmental pollution remediation,-25.7459277,28.1879101,11
Zhu K.,Hefei University of Technology,Hefei,China,2016-12-01,Study on evacuation of pedestrians from a room with multi-obstacles considering the effect of aisles,31.8665676,117.281428,1
Lestriez R.,NUM.,Madrid,Spain,2016-12-13,Non-Linear Harmonic flow simulations of a High-Head Francis Turbine test case,40.4167047,-3.7035825,2
Garcia D.R.,Medway School of Pharmacy,Chatham,United Kingdom,2016-12-21,Poly(amidoamine)-BSA conjugates synthesised by Michael addition reaction retained enzymatic activity,51.3819167,0.526559,2
Lopez-Herrejon R.E.,École de Technologie Supérieure,Montreal,Canada,2016-12-09,Visualization for Software Product Lines: A Systematic Mapping Study,45.5031824,-73.5698065,0
Warren C.,The University of Edinburgh,Edinburgh,United Kingdom,2016-12-01,gprMax: Open source software to simulate electromagnetic wave propagation for Ground Penetrating Radar,55.9533456,-3.1883749,2
Zhang R.,Beijing Forestry University,Beijing,China,2016-12-01,Water quality improvement engineering for urban rivers and lakes supplied by reclaimed water in Beijing: case analysis and problem diagnosis,40.190632,116.412144,1
Singh A.K.,Indian Institute of Technology Bombay,Mumbai,India,2016-12-22,Engineering the excited-state dynamics of 3-aminoquinoline by chemical modification and temperature variation,19.08157715,72.88662753964906,3
Chen C.,Wuhan University of Technology,Wuhan,China,2016-12-15,A real-time dynamic Newmark sliding block method for slopes based on limit analysis,30.5951051,114.2999353,1
Nakashima M.,Institute of Science Tokyo,Tokyo,Japan,2016-12-01,Realization and swimming performance of the breaststroke by a swimming humanoid robot,35.6768601,139.7638947,1
Mahdin H.,Universiti Tun Hussein Onn Malaysia,Batu Pahat,Malaysia,2016-12-07,Energy Efficient Approach in RFID Network,1.933333,103.0,8
Fanjiang Y.Y.,Fu Jen Catholic University,New Taipei City,Taiwan,2016-12-01,Search based approach to forecasting QoS attributes of web services using genetic programming,25.02679015,121.47107843163,1
Carrico C.,Virginia Tech College of Engineering,Blacksburg,United States,2016-12-01,A qualitative examination of rural central Appalachian high school student knowledge of the college processes needed to meet career goals,37.2296566,-80.4136767,0
Condon E.,A. James Clark School of Engineering,College Park,United States,2016-12-05,Using Approximate Bayesian Computation to Empirically Test Email Malware Propagation Models Relevant to Common Intervention Actions,38.980666,-76.9369189,0
Hauer C.,BOKU University,Vienna,Austria,2016-12-01,Regional aspects of sediment management for near-natural river engineering in the Bohemian Massif,48.2083537,16.3725042,2
Choi J.,Chungbuk National University,Cheongju,South Korea,2016-12-01,Growth response of perilla according to mixing ratios of paper mill sludge and horticultural substrate,36.6421169,127.4891742,1
Majumdar R.,Amity University,Noida,India,2016-12-01,Assessment of environmental factors affecting software development process using ISM &amp; MICMAC analysis,28.5706333,77.3272147,3
Kemp P.,HairClone,Manchester,United Kingdom,2016-12-01,Regenerative medicine: Looking backward 10 years further on,53.4794892,-2.2451148,2
Li Z.,University of Connecticut,Storrs,United States,2016-12-15,Density of bulk trap states in polymeric films,41.80564555,-72.25413294148728,0
Lin C.,Toyota InfoTechnology Center,Mountain View,United States,2016-12-16,An Amanat-Based Multi-party Certification Protocol for Outsourced Software in Automotive Systems,37.3893889,-122.0832101,0
Sun J.,Tsinghua University,Beijing,China,2016-12-01,Ammonium acrylate biomanufacturing by an engineered Rhodococcus ruber with nitrilase overexpression and double-knockout of nitrile hydratase and amidase,40.190632,116.412144,1
Zhang Y.L.,State Key Laboratory of Ocean Engineering,Shanghai,China,2016-12-15,An MPS-FEM coupled method for the comparative study of liquid sloshing flows interacting with rigid and elastic baffles,31.2312707,121.4700152,1
Rematska G.,Wright State University,Dayton,United States,2016-12-14,A survey on reverse engineering of technical diagrams,39.7589478,-84.1916069,0
Xin Y.,Shandong University,Jinan,China,2016-12-01,Recombinant Escherichia coli with sulfide:quinone oxidoreductase and persulfide dioxygenase rapidly oxidises sulfide to sulfite and thiosulfate via a new pathway,36.6519754,117.1138479,1
Jennings L.R.,The University of Sheffield,Sheffield,United Kingdom,2016-12-01,Development and characterization of in vitro human oral mucosal equivalents derived from immortalized oral keratinocytes,53.3806626,-1.4702278,2
Xi L.,Nanjing University of Science and Technology,Nanjing,China,2016-12-09,Research on the influence of fault current limiters on commutation failure and transient stability in AC/DC power system,32.0438284,118.7788631,1
Vinod Kumar L.,Cisco Systems,San Jose,United States,2016-12-30,Credit Risk Analysis in Peer-to-Peer Lending System,37.3361663,-121.890591,0
Prakash K.,JSS Science and Technology University,Mysore,India,2016-12-01,Dominant Parameters Controlling the Permeability of Compacted Fine-Grained Soils,12.3051828,76.6553609,3
Oakes L.,Vanderbilt University School of Engineering,Nashville,United States,2016-12-14,Nanoscale defect engineering of lithium-sulfur battery composite cathodes for improved performance,36.1622767,-86.7742984,0
Soon C.,Universiti Tun Hussein Onn Malaysia,Batu Pahat,Malaysia,2016-12-07,Influence of outlet channel width to the flow velocity and pressure of a flow focusing microfluidic device,1.933333,103.0,8
Li Z.,University of Bridgeport,Bridgeport,United States,2016-12-12,"Robotic system design and development for medical treatment, surgery, and automated production applications",41.1792695,-73.1887863,0
Babu A.,University of Oklahoma Health Sciences Center,Oklahoma City,United States,2016-12-01,Nanoparticles for siRNA-based gene silencing in tumor therapy,35.4729886,-97.5170536,0
Cai H.,Space Environment Research Centre Limited,Canberra,Australia,2016-12-01,Improved tracklet association method for initial orbit determination of space debris,-35.2975906,149.1012676,4
Harding K.,School of Chemical and Metallurgical Engineering,Johannesburg,South Africa,2016-12-01,"Generic flow sheet model for early inventory estimates of industrial microbial processes. I. Flowsheet development, microbial growth and product formation",-26.205,28.049722,11
Ahmed F.,Ajou University,Suwon,South Korea,2016-12-01,Mitigation of black hole attacks in Routing Protocol for Low Power and Lossy Networks,37.2633325,127.0287472,1
Stevens S.,Southwest Institute for Research on Women,Tucson,United States,2016-12-01,Motivating Young Native American Students to Pursue STEM Learning Through a Culturally Relevant Science Program,32.2228765,-110.974847,0
Muslewski L.,Bydgoszcz University of Science and Technology,Bydgoszcz,Poland,2016-12-01,A Method for Determining the Usability Potential of Ship Steam Boilers,53.12971265,18.02944875572119,2
Okamoto D.,Federal Center of Technological Education,Belo Horizonte,Brazil,2016-12-01,Performance evaluation of digital TV and LTE systems operating in the 700 MHz band under the effect of mutual interference,-19.9227318,-43.9450948,9
de Carvalho Junior F.H.,Universidade Federal do Ceará,Fortaleza,Brazil,2016-12-15,Contextual abstraction in a type system for component-based high performance computing platforms,-3.7304512,-38.5217989,23
Fan Q.,Guangxi University,Nanning,China,2016-12-10,Model test study of expansive rock slope under different types of precipitation,22.8193063,108.3627211,1
Lei M.,Central South University,Changsha,China,2016-12-01,Model test to investigate failure mechanism and loading characteristics of shallow-bias tunnels with small clear distance,28.1450774,113.2384362,1
Sun M.,Harbin Institute of Technology,Harbin,China,2016-12-01,Study on the effect of ground motion direction on the response of engineering structure,45.7593633,126.6276177,1
Alarçin E.,Marmara Üniversitesi,Istanbul,Turkey,2016-12-01,"Recreating composition, structure, functionalities of tissues at nanoscale for regenerative medicine",41.0766019,29.052495,2
Farahani A.,Shahid Beheshti University,Tehran,Iran,2016-12-16,ACE-JADE: Autonomic computing enabled JADE,35.6892523,51.3896004,2
Kwon I.W.G.,Saint Louis University,St. Louis,United States,2016-12-01,Healthcare supply chain management; strategic areas for quality and financial improvement,38.6280278,-90.1910154,0
Oumer A.,Universiti Malaysia Pahang Al-Sultan Abdullah,Pekan,Malaysia,2016-12-07,Improving Energy Efficiency for the Vehicle Assembly Industry: A Discrete Event Simulation Approach,3.4895509,103.390396,8
Yan Y.,Southeast University,Nanjing,China,2016-12-01,Numerical study of heat transfer characteristics in BOG heat exchanger,32.0438284,118.7788631,1
Chen W.,Nanjing University of Science and Technology,Nanjing,China,2016-12-15,Hierarchical CdIn<inf>2</inf>S<inf>4</inf> microspheres wrapped by mesoporous g-C<inf>3</inf>N<inf>4</inf> ultrathin nanosheets with enhanced visible light driven photocatalytic reduction activity,32.0438284,118.7788631,1
Restrepo J.M.,Oregon State University,Corvallis,United States,2016-12-01,Stochastic longshore current dynamics,44.5645659,-123.2620435,21
Huang Y.,Shanghai Jiao Tong University,Shanghai,China,2016-12-01,Development of simple thermal expansion coefficient measurement apparatus and its application to several materials,31.2312707,121.4700152,1
Qian Y.,"Zhuhai XJ Electric Co., Ltd.",Unknown,China,2016-12-27,Optimization design of bushing of distribution switchgear equipment,37.6955832,93.5275125,18
Liu L.,Shanghai Jiao Tong University,Shanghai,China,2016-12-01,In situ forming hydrogels based on chitosan for drug delivery and tissue regeneration,31.2312707,121.4700152,1
Ji X.Y.,China Aerospace Science and Technology Corporation,Beijing,China,2016-12-01,An integrated tailoring model for thermal cycling tests of spacecraft electronics,40.190632,116.412144,1
Qian Y.,MIT School of Engineering,Cambridge,United States,2016-12-27,Mitigation of ribosome competition through distributed sRNA feedback,42.3656347,-71.1040018,0
Pritchett A.,Georgia Institute of Technology,Atlanta,United States,2016-12-01,"A Year in Review: JCEDM's Contribution Translating Practice to Science, and Science to Practice",33.7489924,-84.3902644,0
Kabmeyer M.,AUDI AG,Ingolstadt,Germany,2016-12-16,A Formal Model for Stateful and Variant-Rich Automotive Functions,48.7630165,11.4250395,2
Nesterenko E.,Novosibirsk State Technical University,Novosibirsk,Russian Federation,2016-12-29,Laboratory bench for research of air gaps' dielectric strength,54.96781445,82.95159894278376,6
Wriggers P.,Gottfried Wilhelm Leibniz Universität Hannover,Hannover,Germany,2016-12-01,A virtual element method for contact,52.3744779,9.7385532,2
Tajammolian H.,Amirkabir University of Technology,Tehran,Iran,2016-12-01,Seismic responses of isolated structures with mass asymmetry mounted on TCFP subjected to near-fault ground motions,35.6892523,51.3896004,2
Peredelskiy G.,Southwest State University,Kursk,Russian Federation,2016-12-29,Reduction of influence of sensor communication lines in data collection and preprocessing units,51.72703565,36.19224795692112,2
Shimada T.,Kyoto University,Kyoto,Japan,2016-12-01,Multiferroic Transitions and Misfit Phase Diagram in Oxygen-Deficient Epitaxial (111) PbTiO<inf>3</inf>,35.021041,135.7556075,1
Suchalkin S.,Stony Brook University,Stony Brook,United States,2016-12-01,Bi-directional dual color mid-IR light emitting diodes,40.9256538,-73.140943,0
Jiang X.,Beihang University,Beijing,China,2016-12-30,A diversifying hidden units method based on NMF for document representation,40.190632,116.412144,1
Shaari M.,Universiti Kebangsaan Malaysia,Bangi,Malaysia,2016-12-01,Prediction of fatigue crack growth for semi-elliptical surface cracks using S-version fem under tension loading,2.90396115,101.78608891062538,8
Bagur M.,Museo Argentino de Ciencias Naturales Bernardino Rivadavia,Buenos Aires,Argentina,2016-12-01,Complementary influences of co-occurring physical ecosystem engineers on species richness: insights from a Patagonian rocky shore,-34.6083696,-58.4440583,16
Rai A.,Institute of Mathematical Sciences India,Chennai,India,2016-12-01,Strong parameterized deletion: Bipartite graphs,13.0836939,80.270186,3
Xie C.H.,Northwestern Polytechnical University,Xi'an,China,2016-12-01,An accurate and efficient computational method for structural dynamic stresses under random loading,34.261004,108.9423363,1
de Souza F.C.,"Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro",Rio de Janeiro,Brazil,2016-12-15,Amperometric and potentiometric determination of iodide using carbon electrodes modified with salophen complex,-22.9110137,-43.2093727,9
Walde G.,Technische Universität Berlin,Berlin,Germany,2016-12-07,Bridging the tool gap for model-based design from flight control function design in Simulink to software design in SCADE,52.510885,13.3989367,2
Georgakopoulos P.,Aristotle University of Thessaloniki,Thessaloniki,Greece,2016-12-12,A review of interventions with assistive technologies for patients with cognitive impairment,40.6403167,22.9352716,2
Kowalski J.R.,Butler University,Indianapolis,United States,2016-12-01,"Implementation of a collaborative series of classroom-based undergraduate research experiences spanning chemical biology, biochemistry, and neurobiology",39.7683331,-86.1583502,0
Zhao S.,Peking University,Beijing,China,2016-12-30,Correlating tweets with the daily return reversal of the US stock market,40.190632,116.412144,1
Bertero A.,University of Cambridge,Cambridge,United Kingdom,2016-12-01,Optimized inducible shRNA and CRISPR/Cas9 platforms for in vitro studies of human development using hPSCs,52.2055314,0.1186637,2
Hamdaqa M.,University of Waterloo,Waterloo,Canada,2016-12-09,StratusPM: An Analytical Performance Model for Cloud Applications,43.4652699,-80.5222961,0
Gokhale A.,Illinois State University,Chicago,United States,2016-12-30,Preface,41.8755616,-87.6244212,0
Vasconcellos F.,Instituto Nacional de Ciencias Odontologicas,Rio de Janeiro,Brazil,2016-12-01,A Technique for Duplicating the Contours of an Interim Implant Supported Crown to Fabricate a Custom Impression Coping and the Definitive Prosthesis,-22.9110137,-43.2093727,9
Zhao Y.,Russ College of Engineering and Technology,Athens,United States,2016-12-07,An autonomous flight management system for prevention and recovery of unmanned aerial vehicle loss-of-control,33.9597677,-83.376398,0
Esplugues J.V.,Universitat de València,Valencia,Spain,2016-12-01,Putting the “bio” in “biotherapeutics”/checkpoints for biosimilars/application of biosimilars,39.4697065,-0.3763353,2
Sloan F.A.,Duke University,Durham,United States,2016-12-01,Does the probability of DWI arrest fall following participation in DWI and hybrid drug treatment court programs?,35.996653,-78.9018053,0
Klös V.,Technische Universität Berlin,Berlin,Germany,2016-12-16,Formal models for analysing dynamic adaptation behaviour in real-Time systems,52.510885,13.3989367,2
Cao X.D.,China University of Petroleum-Beijing,Beijing,China,2016-12-01,Transistor fault diagnosis method in cascade multilevel inverter,40.190632,116.412144,1
Ocumpaugh J.,University of Pennsylvania,Philadelphia,United States,2016-12-01,Middle School Engagement with Mathematics Software and Later Interest and Self-Efficacy for STEM Careers,39.9527237,-75.1635262,0
Jaho S.,University of Patras,Rio,Greece,2016-12-07,Precipitation of Calcium Carbonate in Porous Media in the Presence of n-Dodecane,38.2981583,21.7775953,2
Wang J.,General Electric Company,Boston,United States,2016-12-22,On the design of standard application function blocks for microgrid automation,42.3554334,-71.060511,0
Tanta O.,Universitatea Stefan cel Mare din Suceava,Suceava,Romania,2016-12-09,CEUS figures finite element modelling,47.53265345,25.834593917414125,2
Jung E.,Rosenstiel School of Marine and Atmospheric Science,Miami,United States,2016-12-28,ENSO modulation of tropical Indian Ocean subseasonal variability,25.7741728,-80.19362,0
Cui F.,Chang'an University,Xi'an,China,2016-12-28,Reliability evaluation for long-span CFST arch bridges at serviceability limit states based on hybrid algorithm,34.261004,108.9423363,1
Piro G.,Politecnico di Bari,Bari,Italy,2016-12-01,Terahertz electromagnetic field propagation in human tissues: A study on communication capabilities,41.1257843,16.8620293,2
Mirzaei A.,K. N. Toosi University of Technology,Tehran,Iran,2016-12-29,Detection of hypernasality from speech signal using group delay and wavelet transform,35.6892523,51.3896004,2
Li X.,China Electric Power Research Institute,Beijing,China,2016-12-09,Study of lightning stroke trip-out fault analysis for transmission line,40.190632,116.412144,1
Pantilie R.,Institute of Mathematics of the Romanian Academy,Bucharest,Romania,2016-12-01,Quaternionic-like manifolds and homogeneous twistor spaces,44.4361414,26.1027202,2
Dutta R.,Queen’s University,Kingston,Canada,2016-12-13,Evaluation of turbulence models on roughened turbine blades,44.3054151,-76.4283781,0
D'Elia A.,Alma Mater Studiorum Università di Bologna,Bologna,Italy,2016-12-21,Electro Mobility automation through the Arrowhead Framework,44.4938203,11.3426327,2
Persico R.,Istituto Per I Beni Archeologici E Monumentali,Catania,Italy,2016-12-05,Safety issues in ground-penetrating radar and near-surface geophysical prospecting,37.5023612,15.0873718,2
Yang H.,Lawrence Berkeley National Laboratory,Berkeley,United States,2016-12-01,Enhanced phase contrast transfer using ptychography combined with a pre-specimen phase plate in a scanning transmission electron microscope,37.8708393,-122.272863,0
Gao L.,Jiangsu Electric Power Company Research Institute,Nanjing,China,2016-12-16,A modeling approach and design implementation of secondary system physical circuit for smart substation,32.0438284,118.7788631,1
Silva J.M.,Universidade do Minho,Braga,Portugal,2016-12-12,Multilayered Hollow Tubes as Blood Vessel Substitutes,41.5510583,-8.4280045,2
Zhou K.,Université de Rennes,Rennes,France,2016-12-01,The Belief Noisy-OR Model Applied to Network Reliability Analysis,48.1113387,-1.6800198,2
Ihne M.,Rheinisch-Westfälische Technische Hochschule Aachen,Aachen,Germany,2016-12-01,Design of CKD supply chains in the serial production of mechanical engineering: Simulation-based design support for CKD supply chains,50.776351,6.083862,2
Balalykin N.I.,"Joint Institute for Nuclear Research, Dubna",Dubna,Russian Federation,2016-12-01,JINR LHEP photoinjector prototype,56.7362705,37.1623696,2
Kattner N.,Technische Universität München,Munich,Germany,2016-12-27,Performance metrics in engineering change management - Key Performance Indicators and engineering change performance levels,48.1371079,11.5753822,2
Do T.,Chonnam National University,Gwangju,South Korea,2016-12-01,Engineering properties of controlled low strength material (CLSM) incorporating red mud,35.1594647,126.8515034,1
Kepesidis K.V.,TU Wien - Atominstitut,Vienna,Austria,2016-12-29,Cooling phonons with phonons: Acoustic reservoir engineering with silicon-vacancy centers in diamond,48.2083537,16.3725042,2
Duarte R.,Instituto Politécnico de Setúbal,Setubal,Portugal,2016-12-07,Increasing adult students' learning opportunities with flexible learning pathways: Evidence from a technology and industrial management graduate course,38.5241783,-8.8932341,2
Elgadi A.A.,Universiti Tun Hussein Onn Malaysia,Batu Pahat,Malaysia,2016-12-07,"Selecting Indicators for the Sustainable Development of Residential Neighborhoods in Tripoli, Libya",1.933333,103.0,8
Shima K.,Nagoya Institute of Technology,Nagoya,Japan,2016-12-27,Analysis of characteristic motions and their relations in radio gymnastic exercises,35.1851045,136.8998438,1
Jakobsen M.D.,Det Nationale Forskningscenter for Arbejdsmiljø,Copenhagen,Denmark,2016-12-20,Participatory organizational intervention for improved use of assistive devices for patient transfer: Study protocol for a single-blinded cluster randomized controlled trial,55.6867243,12.5700724,2
Brancaccio-Taras L.,Kingsborough Community College,New York,United States,2016-12-01,"The PULSE Vision &amp; Change Rubrics,version 1.0: A valid and equitable tool to measure transformation of life sciences departments at all institution types",40.7127281,-74.0060152,0
Zhao H.,MIT School of Engineering,Cambridge,United States,2016-12-06,Liquid Imbibition in Ceramic-Coated Carbon Nanotube Films,42.3656347,-71.1040018,0
Takahashi K.,Fukuoka Institute of Technology,Fukuoka,Japan,2016-12-21,A new laboratory assignment support system for undergraduate students,33.6251241,130.6180016,1
Oliveira D.,Instituto Politécnico de Bragança,Braganca,Portugal,2016-12-01,Modeling RAFT Gelation and Grafting of Polymer Brushes for the Production of Molecularly Imprinted Functional Particles,41.8071182,-6.7589839,2
Liao C.,National Chengchi University,Taipei,Taiwan,2016-12-22,A functional reactive DSL service facility for mixed-reality interactive performance art,25.0375198,121.5636796,1
Kelsic E.D.,Harvard Medical School,Boston,United States,2016-12-21,RNA Structural Determinants of Optimal Codons Revealed by MAGE-Seq,42.3554334,-71.060511,0
Gan Z.,Sinopec,Beijing,China,2016-12-25,Theoretical innovation and technical progress will usher in a production period of gas fields with an annual capacity of ten billion cubic meters,40.190632,116.412144,1
Wen H.,"University of California, Los Angeles",Los Angeles,United States,2016-12-16,Engineering strain in silicon using SIMOX 3D sculpting,34.0536909,-118.242766,0
Xu M.,Chinese Center for Disease Control and Prevention,Beijing,China,2016-12-20,An investigation of reproductive health and related influencing factors in female staff in six industries in seven provinces in China,40.190632,116.412144,1
Shah M.A.,"City University of Science &amp; Information Technology, Peshawar",Peshawar,Pakistan,2016-12-07,Communication Management Guidelines for Software Organizations in Pakistan with clients from Afghanistan,34.0123846,71.5787458,3
Narula U.,Chang Gung University,Taoyuan,Taiwan,2016-12-07,Engineering a PVD based graphene synthesis method,24.9929995,121.3010003,1
Zemrowski K.,International Council on Systems Engineering,Los Angeles,United States,2016-12-01,NIST Bases Flagship Security Engineering Publication on ISO/IEC/IEEE 15288:2015,34.0536909,-118.242766,0
Tan M.T.,Hanoi University of Mining and Geology,Hanoi,Viet Nam,2016-12-01,"Enhancement of Seismic Data Processing and Interpretation of Fracture Zones on the Upper Part of Granitic Basement in Cuu Long Basin, Vietnam",21.0283334,105.854041,1
Puntumapon K.,Kasetsart University,Bangkok,Thailand,2016-12-01,Cluster-based minority over-sampling for imbalanced datasets,13.7524938,100.4935089,8
Yu P.,Beihang University,Beijing,China,2016-12-01,Dynamic model and vibration characteristic analysis on complex rotor system with local nonlinear stiffness,40.190632,116.412144,1
Ratner H.K.,Emory University School of Medicine,Atlanta,United States,2016-12-01,Overview of CRISPR-Cas9 biology,33.7489924,-84.3902644,0
Jiao R.J.,The George W. Woodruff School of Mechanical Engineering,Atlanta,United States,2016-12-27,Key issues of incorporating social network effects in product portfolio planning,33.7489924,-84.3902644,0
