author_name,affiliation,city,country,publication_date,title,latitude,longitude,cluster
Xiong Q.,Ministry of Transport of the People's Republic of China,Beijing,China,2013-12-16,Analysis of transportation development needs requirement and policy suggestions for road highway transportation in urban agglomeration areas in China,40.190632,116.412144,1
Muralt P.,École Polytechnique Fédérale de Lausanne,Lausanne,Switzerland,2013-12-01,Polar oxide thin films for MEMS applications,46.5218269,6.6327025,0
Halse S.E.,Penn State Behrend,Erie,United States,2013-12-13,Does this robot make me look smart? How the addition of a robotic pet influences first impressions,42.1294712,-80.0852695,2
Yafooz W.M.S.,Universiti Teknologi MARA,Shah Alam,Malaysia,2013-12-31,Dynamic semantic textual document clustering using frequent terms and named entity,3.0739429,101.5185278,7
Qin X.,Guangxi University for Nationalities,Nanning,China,2013-12-16,Dynamic logistics network optimization model in manufacturers' joint ventures,22.8193063,108.3627211,1
Zhu X.,Northwestern Polytechnical University,Xi'an,China,2013-12-16,Research on reliability analysis for low-altitude and high-speed payload fairing separation,34.261004,108.9423363,1
Poorgholami M.,"Islamic Azad University, Mashhad Branch",Mashhad,Iran,2013-12-16,Spam detection in social bookmarking websites,36.2974945,59.6059232,3
Cai L.,Southeast University,Nanjing,China,2013-12-16,Model of pedestrian delay differences between exclusive pedestrian phase and car-shared pedestrian phase,32.0438284,118.7788631,1
Fanucci L.,Università di Pisa,Pisa,Italy,2013-12-09,Multidisciplinar team on assistive technology for university students,43.4714722,10.679791173704576,0
Yu Y.,National University of Singapore,Singapore City,Singapore,2013-12-10,Guiding principles in the galvanic replacement reaction of an underpotentially deposited metal layer for site-selective deposition and shape and size control of satellite nanocrystals,1.2899175,103.8519072,7
Pant N.,"Cognizant Technology Solutions, India",Chennai,India,2013-12-16,Seeding the cloud in a secured way: Cloud adoption and security compliance assessment methodologies,13.0836939,80.270186,6
Xing Z.,The University of Queensland,Brisbane,Australia,2013-12-18,On the engineering part of solar hydrogen production from water splitting: Photoreactor design,-27.4689682,153.0234991,8
Bischur E.,Microstructured Mechatronic Systems (MMS),Munich,Germany,2013-12-01,Intentionally imperfect sensors for measuring mechanical parameters,48.1371079,11.5753822,0
Fahmy G.,Faculty of Engineering,Asyut,Egypt,2013-12-04,E-spline analysis for de-noising and wavelet compression applications,27.1832822,31.1853836,0
Bejitual T.S.,Benjamin M. Statler College of Engineering and Mineral Resources,Morgantown,United States,2013-12-31,Controlled buckling behavior of patterned oxide structures on compliant substrates for flexible optoelectronics,39.6296809,-79.9559437,2
Bjegovic D.,"Sveučilište u Zagrebu, Gradevinski Fakultet",Zagreb,Croatia,2013-12-19,Positive interaction of industrial and recycled steel fibres in fibre reinforced concrete,45.8130967,15.9772795,0
Gaspar J.,University of Illinois Urbana-Champaign,Urbana,United States,2013-12-13,Providing conversation partners views of the driving scene mitigates cell phone-related distraction,40.1117174,-88.207301,2
Mullick A.,Georgia Institute of Technology,Atlanta,United States,2013-12-13,Full scale models for person-environment interaction: Case study of a bathroom,33.7489924,-84.3902644,2
Shah C.V.,Shankersinh Vaghela Bapu Institute of Technology,Gandhinagar,India,2013-12-09,FOSS for development in Gujarat,23.2232877,72.6492267,6
Getu M.,"Curtin University, Malaysia",Miri,Malaysia,2013-12-05,Profit optimization for chemical process plant based on a probabilistic approach by incorporating material flow uncertainties,4.3940102,113.9880199,-1
Takács A.,Magyar Tudomanyos Akademia,Budapest,Hungary,2013-12-01,A distributed dynamic mobility architecture with integral cross-layered and context-aware interface for reliable provision of high bitrate mHealth services,47.4978789,19.0402383,0
Nopo-Olazabal C.,Arkansas State University,Jonesboro,United States,2013-12-04,Antioxidant activity of selected stilbenoids and their bioproduction in hairy root cultures of muscadine grape (vitis rotundifolia michx.),35.8272257,-90.6949871,2
Baimuratov A.,"Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO",Saint Petersburg,Russian Federation,2013-12-09,Nanoscale quantum-dot supercrystals,59.9606739,30.1586551,0
Zeller A.,Universität des Saarlandes,Saarbrucken,Germany,2013-12-01,Can we trust software repositories?,49.234362,6.996379,0
Rakshith H.P.,Ramaiah Institute of Technology,Bengaluru,India,2013-12-31,An improvised prespective to agile methodology,12.98815675,77.62260003796,6
Liu F.,Ordnance Engineering College,Shijiazhuang,China,2013-12-16,Simulation on the radiation characteristic of planar array antenna subjected to the single-hole damage,38.0429742,114.5088385,1
Zhang L.,Air Force Engineering University China,Xi'an,China,2013-12-16,Based on set pair analysis of spare parts supply accurate security scheme decision,34.261004,108.9423363,1
An K.,Vanderbilt University,Nashville,United States,2013-12-12,Model-driven generative framework for automated OMG DDS performance testing in the cloud,36.1622767,-86.7742984,2
Radeck J.,Ludwig-Maximilians-Universität München,Munich,Germany,2013-12-02,The Bacillus BioBrick Box: Generation and evaluation of essential genetic building blocks for standardized work with Bacillus subtilis,48.1371079,11.5753822,0
Osland A.,San Jose State University,San Jose,United States,2013-12-16,Sustainability in supply chain management how to execute the triple bottom line,37.3361663,-121.890591,2
Wang R.,Chang'an University,Xi'an,China,2013-12-16,Assessment model for highway landscape maintenance based on analytic hierarchy process,34.261004,108.9423363,1
Ahmed N.M.,Sudan University of Science and Technology,Khartoum,Sudan,2013-12-11,Measuring the cybersecurity of cloud computing: A stakeholder centered economic approach,15.5635972,32.5349123,3
Zhang J.C.,Lanzhou University,Lanzhou,China,2013-12-16,TIC: A methodology for the construction of E-Commerce,36.474436,103.733224,9
Saidane A.,University of Luxembourg,Esch-sur-Alzette,Luxembourg,2013-12-01,Towards test-driven and architecture model-based security and resilience engineering,49.4959628,5.9850306,0
Jenkins M.P.,School of Engineering and Applied Sciences,Buffalo,United States,2013-12-13,Investigating and improving network visualizations' effectiveness at supporting human sensemaking tasks,42.8867166,-78.8783922,2
Kobayashi M.,Daido University,Nagoya,Japan,2013-12-06,The enhancement of bone-bonding ability of the bio-active pure titanium by low intensive,35.1851045,136.8998438,1
Antkiewicz M.,University of Waterloo,Waterloo,Canada,2013-12-23,Clafer tools for product line engineering,43.4652699,-80.5222961,2
Ploom T.,Credit Suisse group,Zurich,Switzerland,2013-12-16,Platform based approach for automation of workflows in a system of systems,47.3744489,8.5410422,0
Shan X.,Tongji University,Shanghai,China,2013-12-16,Traffic congestion index evaluation based on travel speed on urban expressway,31.2312707,121.4700152,1
González-Deleito N.,Sirris,Brussels,Belgium,2013-12-09,Emergencia: Pro-active decision support for emergency coordination through actionable emergency plans,50.8465573,4.351697,0
Xiao R.,Tongji University,Shanghai,China,2013-12-26,Mechanical analysis and parametric study of long-span partially earth-anchored cable-stayed bridge,31.2312707,121.4700152,1
Locuratolo E.,Consiglio Nazionale delle Ricerche,Rome,Italy,2013-12-01,A constructive approach for conceptual database design,41.8933203,12.4829321,0
Cai H.,University of Calgary,Calgary,Canada,2013-12-16,Small wind turbine generator monitoring: A test facility and preliminary analysis,51.0456064,-114.057541,4
Iwig C.,Embry-Riddle Aeronautical University,Daytona Beach,United States,2013-12-13,Human factors and behavioral research at a mars analog habitat,29.2108147,-81.0228331,5
Wang J.,University of Connecticut,Storrs,United States,2013-12-06,Multiple model particle filtering for bearing life prognosis,41.80564555,-72.25413294148728,2
Wang H.,309th Hospital of Chinese PLA,Beijing,China,2013-12-16,Medical application based on Radio Frequency Identification (RFID),40.190632,116.412144,1
Lockrey S.,RMIT University,Melbourne,Australia,2013-12-15,Designing pedagogy with emerging sustainable technologies,-37.8142454,144.9631732,8
Wei K.,Key Laboratory of Road and Traffic Engineering of the State Ministry of Education,Shanghai,China,2013-12-16,Accuracy analysis on the calculation formula of wheel rims' leading quantity based on the trace method,31.2312707,121.4700152,1
Trofin E.A.,Université Toulouse III - Paul Sabatier,Toulouse,France,2013-12-12,Cell therapy of periodontium: From animal to human?,43.6044622,1.4442469,0
Zhen A.,David Geffen School of Medicine at UCLA,Los Angeles,United States,2013-12-24,Stem-cell-based gene therapy for HIV infection,34.0536909,-118.242766,2
Bi H.,Shanghai Jiao Tong University,Shanghai,China,2013-12-16,Location method of inland waterway service areas based on comprehensive assessment,31.2312707,121.4700152,1
Klecka M.A.,United Technologies Research Center,East Hartford,United States,2013-12-16,Microstructure-property relationships in M50-NiL and P675 case-hardened bearing steels,41.767914,-72.644512,2
Morgan B.,University of Memphis,Memphis,United States,2013-12-13,Performance-based adaptability profiles in multitasking,35.1460249,-90.0517638,2
Hayes C.,Iowa State University,Ames,United States,2013-12-13,In what ways do natural gestures change perceptions of virtual teamwork?,42.0267567,-93.6170448,2
Jeong J.,"Dongguk University, Seoul",Seoul,South Korea,2013-12-05,Phase-apodisation technique to extend depth of field for high-frequency ultrasound imaging,37.5666791,126.9782914,1
Ghorbani M.,"Islamic Azad University, Science and Research Branch",Tehran,Iran,2013-12-17,New correlation for calculation of hydrocarbon gas minimum miscibility pressure (MMP) using wide experimental data,35.6892523,51.3896004,3
Bracken B.,Charles River Analytics Inc,Cambridge,United States,2013-12-13,Designing an adaptive approach for the real-time assessment and augmentation of performance of cyber analyst teams,42.3656347,-71.1040018,2
Kaipia T.,LUT University,Lappeenranta,Finland,2013-12-01,System engineering approach to low voltage DC distribution,61.0583713,28.1862742,0
Carvalho G.,Universidade Federal de Pernambuco,Recife,Brazil,2013-12-11,A CSP timed input-output relation and a strategy for mechanised conformance verification,-8.0584933,-34.8848193,10
Mahoney J.P.,University of Washington,Seattle,United States,2013-12-24,"Discussion of ""The 2011 James Forrest Lecture - engineering education - a historical perspective of the future"" by Barry Clarke. Civil Engineering and Environmental Systems, 2012, 29(3), pp. 191-212",47.6038321,-122.330062,4
Jeong D.Y.,Volpe National Transportation System Center,Cambridge,United States,2013-12-16,Analysis of minimum rail size in heavy axle load environment,42.3656347,-71.1040018,2
Piper A.,University of Wollongong,Wollongong,Australia,2013-12-24,Scalable fragile watermarking for image authentication,-34.4243941,150.89385,8
Raffray A.R.,ITER,Saint Paul lez Durance,France,2013-12-23,ITER blanket engineering challenges and solutions,43.6869938,5.7077225,0
Jackson E.,Microsoft Research,Redmond,United States,2013-12-11,Engineering domain-specific languages with formula 2.0,47.6694141,-122.1238767,4
Javidan M.,Laboratoire d'Informatique de Paris 6,Paris,France,2013-12-27,High-loop-delay sixth-order bandpass continuoustime sigma-delta modulators,48.8588897,2.3200410217200766,0
Yu D.,Hangzhou Dianzi University,Hangzhou,China,2013-12-16,Detection of design pattern instances based on graph isomorphism,30.2489634,120.2052342,1
Ai L.,Southwest Jiaotong University,Chengdu,China,2013-12-16,Unbalanced supply and demand of supply chain in logistics,30.6598628,104.0633717,1
Saad W.,Faculty of Electronic Engineering,Shibin El Kom,Egypt,2013-12-16,Low complexity wizard amplitude shaping system for peak-to-average power ratio reduction,30.5545106,31.0097923,0
Ma Q.,Zhengzhou University,Zhengzhou,China,2013-12-16,Fuzzy comprehensive evaluation of the stability of high-cutting regional slope,34.7533392,113.6599983,1
Liu D.,City University of Hong Kong Shenzhen Research Institute,Shenzhen,China,2013-12-26,Reorganization of cytoskeleton and transient activation of Ca<sup>2+</sup> channels in mesenchymal stem cells cultured on silicon nanowire arrays,22.5445741,114.0545429,1
Wu H.,Institute of Software Chinese Academy of Sciences,Beijing,China,2013-12-24,A distributed rule execution mechanism based on mapreduce in sematic web reasoning,40.190632,116.412144,1
Morris A.W.,Culham Centre for Fusion Energy,Abingdon,United Kingdom,2013-12-23,MAST accomplishments/plans in support of fusion next-steps,51.6714842,-1.2779715,0
Perez C.,Université de Technologie de Troyes,Troyes,France,2013-12-27,A dynamic approach to detecting suspicious profiles on social platforms,48.2971626,4.0746257,0
Li R.,CAAC,Chengdu,China,2013-12-16,Research on the operational condition evaluation of ATC automation system,30.6598628,104.0633717,1
Ali Pitchay S.,Universiti Sains Islam Malaysia,Nilai,Malaysia,2013-12-27,Estimation of the regularisation parameter in Huber-MRF for image resolution enhancement,2.8029227,101.80010507367382,7
Lall P.,Auburn University,Auburn,United States,2013-12-06,Prognostic health monitoring for a micro-coil spring interconnect subjected to drop impacts,32.6098566,-85.4807825,2
Dalton H.,Bath Institute of Medical Engineering,Bath,South Korea,2013-12-09,Measuring the impact of a bespoke engineering referral service,35.1159709,129.0468343,1
Li S.,Xihua University,Chengdu,China,2013-12-16,Planning and reconstruction of highway x-shape intersecions,30.6598628,104.0633717,1
Martinez P.L.,Universidad de Cantabria,Santander,Spain,2013-12-09,Framework for the design of java firm real-time systems oriented to the generation of timing behaviour models,43.4618932,-3.8100255,0
Baskar A.,Institute of Mathematical Sciences India,Chennai,India,2013-12-01,Primal infon logic: Derivability in polynomial time,13.0836939,80.270186,6
Wu T.,Nanjing University,Nanjing,China,2013-12-01,A consumer-oriented service selection method for service-based applications in the cloud,32.0438284,118.7788631,1
Guo S.,National Taiwan University,Taipei,Taiwan,2013-12-31,Study on transient modeling for nuclear steam generator,25.0375198,121.5636796,1
Xu B.,Guangdong Baiyun University,Guangzhou,China,2013-12-16,An extended practical three-tier architecture based on middleware,23.1301964,113.2592945,1
Liu Z.,Jilin University,Changchun,China,2013-12-16,Vehicle automatic recognition of collision avoidance and warning system in foggy conditions,43.8844201,125.3180998,1
Xu J.,Southwest Jiaotong University,Chengdu,China,2013-12-16,A new management system for Intelligent E-Bidding,30.6598628,104.0633717,1
Meng B.,Beihang University,Beijing,China,2013-12-20,Development of dynamic loading system for sheet metal hydrodynamic deep drawing and its application,40.190632,116.412144,1
Lee J.,Lancaster University,Lancaster,United Kingdom,2013-12-23,Dynamic feature deployment and composition for dynamic software product lines,54.0484068,-2.7990345,0
Bartha M.,Hewlett-Packard Inc.,Palo Alto,United States,2013-12-13,Modeling a display adjustment range for standing and keyboarding for touchscreen computer users,37.4443293,-122.1598465,2
Chen L.,Harbin Engineering University,Harbin,China,2013-12-27,Bilateral multi-issue parallel negotiation model based on reinforcement learning,45.7593633,126.6276177,1
Zhang X.Y.,ShenZhen Institute of Information Technology,Shenzhen,China,2013-12-16,Factors analysis on blocking knowledge creation,22.5445741,114.0545429,1
Hua H.,Nanjing University of Aeronautics and Astronautics,Nanjing,China,2013-12-01,Measurement on technological innovation efficiency and comparison based on time and area in the region of China's large and medium-sized industrial enterprises,32.0438284,118.7788631,1
Li Z.,Ordnance Engineering College,Shijiazhuang,China,2013-12-16,Reliability analysis for a multi-unit system with failure rate interaction,38.0429742,114.5088385,1
Wang D.,University of Rhode Island’s College of Engineering,Kingston,United States,2013-12-31,Design of an expert system to automatically calibrate impedance control for powered knee prostheses,41.9287812,-74.0023702,2
Li X.,Southwest Jiaotong University,Chengdu,China,2013-12-16,Scheme selection of urban and rural public transportation network planning,30.6598628,104.0633717,1
Cheng A.,Southwest Jiaotong University,Chengdu,China,2013-12-16,Genetic algorithm for vehicle routing problem,30.6598628,104.0633717,1
Moynihan P.,Victoria University,Melbourne,Australia,2013-12-16,Framework for real-time process modeling of supply chains,-37.8142454,144.9631732,8
You S.,Tongji University,Shanghai,China,2013-12-16,Risk-control factors for transportation financing in economic recession - Case study,31.2312707,121.4700152,1
Yu X.,Hunan University,Changsha,China,2013-12-16,Situation assessment method based on rough-vague sets and D-S evidence theory,28.1450774,113.2384362,1
Elhag M.,IT Department,Muscat,Oman,2013-12-11,Intelligent system for selecting Optimum Instructional style(s) based on fuzzy logic to develop a courseware (ISSIDC),23.5882019,58.3829448,3
